did,handle,avatar,description,display_name,created_at,indexed_at,followers_count,region
did:plc:7xxi3maqdw7vrnubk6zgzyb5,jeroenleek.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:7xxi3maqdw7vrnubk6zgzyb5/bafkreia5u3rqq7g5kwgopbrot3ehcnchkjebqmez2jdr3yqxl3zt467xhq@jpeg,,Jeroen Leek,2024-11-24T19:17:48.308Z,2024-11-24T19:19:58.411Z,3,
did:plc:wjc3iwnxxxemr4bsp4hkjdnn,thirdthoughts.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:wjc3iwnxxxemr4bsp4hkjdnn/bafkreicxodrdb6s3sdcxzhelzi5j7oq42zqvb54scx733stgrbiwvqnj7i@jpeg,"Ex-academic political scientist/theorist; PT educator. Queer, nerd, agen/enby. 🏳️‍⚧️ rights are human rights. Nuance > Hot Takes. Substack: thirdthoughtsmedia.substack.com and YouTube: https://www.youtube.com/@ThirdThoughtsYT",Third Thoughts 🏳️‍🌈,2023-10-18T01:55:48.196Z,2024-11-17T17:42:11.266Z,77,
did:plc:eauqxo4b6luet6bwoaqeqj5e,kaitrizzo.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:eauqxo4b6luet6bwoaqeqj5e/bafkreic7fwhffowcykhwo2zk4c6ut265jts7zzvxe7nrcw4xyk76zd7v6q@jpeg,"She/Her. Queer. Married. #BlackLivesMatter #translivesmatter Pride #vote
",Kait Rizzo,2023-09-05T11:08:04.713Z,2024-01-26T00:29:13.294Z,120,
did:plc:sessyjwyken4il6hyvhvqe5w,becba.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:sessyjwyken4il6hyvhvqe5w/bafkreietcwtjirq4h66pxxdvxofiz5lz3p46dwfcdoyxb42wnalu2rmmde@jpeg,"Rarely post but like to lurk; progressive social worker still hoping to change the world, missing my burgundy passport and longing for its return,",Becky B,2024-08-21T12:04:46.418Z,2024-11-14T20:19:35.957Z,80,
did:plc:xfyyitcevjlh3u3z6zxq5yhe,robertnurnberg.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:xfyyitcevjlh3u3z6zxq5yhe/bafkreibo7bidybrzcofyf54i3eo3k7ubxfzbm77bzxixbykux762l4y7jq@jpeg,"Born in Berlin. Spent 20+ years in London. Now settled in Trento. 🇩🇪🇬🇧🇮🇹
Mathematician, feminist, European.",Robert Nürnberg,2024-02-09T10:51:18.794Z,2024-11-15T06:56:30.176Z,40,
did:plc:3gb6ial3jmdxznqcyypot64w,zoobeezoobee.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:3gb6ial3jmdxznqcyypot64w/bafkreia6qqfr6sypzspplyaxugv7b6k42rwj6cscwj3vsmkmes6jdxr32y@jpeg,"An activist, organizer, urbanist

Be a kind bitch instead of a polite fascist",,2024-11-13T23:13:54.912Z,2024-11-24T17:37:40.009Z,131,
did:plc:bfqs7ygf7es66mccuiv6wrf5,cindypotts.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:bfqs7ygf7es66mccuiv6wrf5/bafkreie7rx5zdpl5ko74gahqth75ol7nxiec2ktzeisy75fknhlqmb6xem@jpeg,,,2024-11-12T20:43:11.045Z,2024-11-12T20:43:11.045Z,56,
did:plc:hcfhvxi3g44pnomok3qkkgb7,jmhaas.bsky.social,,"Interested in the transformation of our economies into something sustainable. Working for a green think tank, here in personal capacity.",Jörg Haas,2023-10-19T14:10:51.978Z,2024-11-23T12:43:06.008Z,89,
did:plc:aztg47e3pbv7fkskiwep2soj,faidley.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:aztg47e3pbv7fkskiwep2soj/bafkreigxzfiobzozhflys6ybldch67v3svjktosyrr7jyaltsop473gpom@jpeg,"Blue dot in DFW Texas
Cubs, Iowa Hawks, Timberwolves, 49ers
Politics, Science, Reading, Community building 
Anti-Christian Nationalism and bullshit",David F,2024-11-10T23:04:42.022Z,2024-11-22T02:02:50.716Z,222,
did:plc:kzkiwlidviuimbttzapkxuiu,aarathikrishnan.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:kzkiwlidviuimbttzapkxuiu/bafkreihzy3j5vujnws3riyrm7u5dx3ulmj4xl7purgqjhkb6ytt2yxxlxy@jpeg,"Executive Director at RAKSHA Intelligence Futures | Affiliate Cambridge Centre for Existential Risk | Ex UNDP, IFRC | Alumni Tech & Human Rights, Harvard Kennedy School & Berkman Klein Center, Harvard University
https://www.rak-sha.com


",Aarathi Krishnan,2024-11-17T15:24:37.283Z,2024-11-17T17:43:56.180Z,450,
did:plc:qgxsqgdriawfwtqelsz5gxye,malizia-ja.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:qgxsqgdriawfwtqelsz5gxye/bafkreibw5m3bv2aisyjacytqapcbtdmrvazt5oojseercp4g3thxblcfve@jpeg,"Civil rights attorney
Constitutionalist & Natural Rights Advocate
U.S. Marine Corps 2002-2017
Erie, PA & the 814","MALIZIA, JA",2024-11-18T01:10:51.849Z,2024-11-22T13:40:01.816Z,37,
did:plc:xbwya5r65nvml2ryw5zvr5f2,j0nsnow.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:xbwya5r65nvml2ryw5zvr5f2/bafkreiee6bwpl7rkpg24foxsl4f4yqgu7wekq5qdg3p6kxbyxhqrgdswwi@jpeg,,Jon Snow,2024-11-12T17:11:23.242Z,2024-11-15T15:20:01.959Z,129,
did:plc:p5cbn4f44xbou7qop7ue4qff,mariannecoco.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:p5cbn4f44xbou7qop7ue4qff/bafkreiczkpaz4krpb2avdmqwoue5wagn777aokum7zw7icsdronvl53bgm@jpeg,Ph.D-ing in More-than-Human-Geography @Concordia University,Marianne C.Cossette,2024-11-23T16:37:15.708Z,2024-11-24T15:15:40.610Z,14,
did:plc:fdkrmm2bbxypp44iiudojqvt,anniemcc.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:fdkrmm2bbxypp44iiudojqvt/bafkreiaawdy6o3mvcjtqblzeg3d3zswgq3wh4vto6okputq3rcwprw6i2e@jpeg,"Vulgar Marxist, Kentucky proud, fuck work. She/her",Annie McClanahan,2023-07-03T06:54:24.258Z,2024-01-26T00:31:27.607Z,634,
did:plc:doa5rrurfirtjwe7ld5tb3tz,sarahquinnezz.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:doa5rrurfirtjwe7ld5tb3tz/bafkreiecucskfrvqs5gerz7rvh7yr5tycebovc2nvfrid7y2zluytnpgeq@jpeg,"Director, @deanruskintlaw.bsky.social
University of Georgia School of Law
RPCV Morocco",Sarah Quinn,2024-11-14T14:54:24.469Z,2024-11-14T15:05:35.561Z,167,
did:plc:tuo5ralk3ytqgc3mywwjut2c,70dbz.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:tuo5ralk3ytqgc3mywwjut2c/bafkreihrt3n7gd27gjuockhgy2axqqz2mvhgq5hfl7zok4qyppwqbkizzu@jpeg,"Professor and Head, Department of Climate, Meteorology & Atmospheric Sciences, University of Illinois. AMS Fellow; I am a meteorologist that brakes for interesting cloud formations. Opinions mine. #BillsMafia linktr.ee/70_dbz",Steve Nesbitt,2023-09-20T16:09:47.286Z,2024-11-27T11:45:57.109Z,1397,
did:plc:ub27nkqolgtoaalsmicldm65,rrichard09.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:ub27nkqolgtoaalsmicldm65/bafkreifi6qxfjn46ppcibqvodmhwy7dbb6kchg6al5xqo4jhcpksqoxrli@jpeg,"I study how people talk about politics and law and participate in governing their communities. Opinions expressed here are mine alone, not those of my employers or institutions. 
https://rcrjr.wordpress.com",Robert Richards,2023-11-18T18:43:49.578Z,2024-01-26T02:59:13.107Z,1143,
did:plc:4zoqubim5y6wplyrlxgggrez,starrysky29.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:4zoqubim5y6wplyrlxgggrez/bafkreiemekovlrcunms462yl6s4f4eserujvxqwjvqomgigccudinmamzi@jpeg,"Advocate for peace, collaboration, and unity; firmly opposed to hypocrisy, bullying, misinformation, and discrimination",Charles W,2024-08-17T13:00:21.522Z,2024-11-23T17:03:23.610Z,152,
did:plc:tro75yrbsd4o74pay7jvfjtr,saultobias.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:tro75yrbsd4o74pay7jvfjtr/bafkreieweq2azf7ohbagzgtow3exgy7uez5xn426j7evmcmrxypoj3qtfe@jpeg,"Liberal Arts Professor. Rootless cosmopolitan. Heart in Africa, head in Europe. Plugging away at that novel, same as everyone. 
Literature | Classical Music | Philosophy | Religious Studies",Saul Tobias,2024-11-13T23:53:22.311Z,2024-11-28T16:34:18.508Z,624,
did:plc:7on4f75jd3barnno33ckhrey,breastfeedingbaa.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:7on4f75jd3barnno33ckhrey/bafkreiaz4e22be2246hhuxladglgkrjbfgu2nahzo4dxndvtiilses3szu@jpeg,"BAA, protects, supports and promotes breastfeeding. We are whistleblowers working on exposing the artificial formula industry. Educating about the vital role breastfeeding plays in health and development.
Breastfeedingadvocacyaustralia.org",Breastfeeding Advocacy Australia,2024-11-15T03:46:03.970Z,2024-11-17T02:35:54.467Z,393,
did:plc:3sxd37jfulzyv7t6h2n5qio7,sheilaheymans.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:3sxd37jfulzyv7t6h2n5qio7/bafkreibcu4ykgn5wfszripglxnx2a564gucamxfg2byiyqnygobvbqbv2a@jpeg,"Executive Director of the European Marine Board. Professor of Ecosystem Modelling at UHI, Scotland. Ocean lover.",Sheila Heymans,2024-10-14T07:52:23.542Z,2024-11-18T20:04:55.579Z,576,
did:plc:tvabvbbscag3bv4yvhvr3y52,kavaklidere.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:tvabvbbscag3bv4yvhvr3y52/bafkreifmtriuuhufln2wviibowbqerzdvqho7tc3ahgtwmcuqzcew7tvty@jpeg,,,2024-11-24T18:25:54.809Z,2024-11-24T18:25:54.809Z,1,
did:plc:argse4dnskfbsyro2qgaf5pr,ahhhhhhhaaa.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:argse4dnskfbsyro2qgaf5pr/bafkreicfls753ppcexsiuhjjjelceeypxcjwljb65kygqqfpok5bdhhdsy@jpeg,,,2024-10-08T20:22:16.843Z,2024-10-08T20:22:16.843Z,108,
did:plc:ilpwwf3abmr2i4selyiakgu2,9bz.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:ilpwwf3abmr2i4selyiakgu2/bafkreibwxmxijnqhvfkkkh7g3toohnsrdbrgyh2wlpbb2vqhty3xjjaxki@jpeg,"Educator fighting for the rights of young people who don’t fit our one size fits all system. This account is interested in the #climatecrisis, #democracy, #justice, and #science. Also a dash of #hockey.",Bezsy,2024-11-11T21:23:27.236Z,2024-11-15T00:53:38.069Z,547,
did:plc:wt7q3bx4nxaw5yy5hnti2u3w,kayez.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:wt7q3bx4nxaw5yy5hnti2u3w/bafkreifuf72cg3l3l2ycjo37lfehewmfnhjvpvvpxft3d7vy2l546im6a4@jpeg,,,2024-11-19T07:09:30.037Z,2024-11-19T07:09:30.037Z,10,
did:plc:clo3qlhnnhdm4abjklmeawzi,adjustyourfocus.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:clo3qlhnnhdm4abjklmeawzi/bafkreihu7huwdedi7p2566n2xz2xkt3apxnt4yhasfshv2p6st2tbffa7q@jpeg,"When life gets blurry, adjust your focus .",Paulo Cunha,2024-11-07T18:52:29.420Z,2024-11-17T10:08:37.265Z,108,
did:plc:lt6vax5dr5kydlnla2kesqgv,seonaid-lee.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:lt6vax5dr5kydlnla2kesqgv/bafkreibh6serzqacie6ngy3ci2s7hupqyhhfta6qpjcoy7p3mqqgglegqm@jpeg,"I help courageous souls find their place in the emergence of a vibrant and thriving future for all.

Hands in the soil, head in the clouds, heart bridging the two. Wendell Berry is my dream job. https://seonaidlee.com/portfolio/

",Seonaid Lee,2024-10-23T21:10:48.442Z,2024-11-28T19:00:49.808Z,64,
did:plc:6sgpzz3n5qpyekrfls5jouzd,raadgever.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:6sgpzz3n5qpyekrfls5jouzd/bafkreiabeg7i5qsf3v62rqlxlv2jr4grszdsc4z4eekeibwhk64qtnabsi@jpeg,"It’s a sloppy world but I like it. 
‘Capo di Big Brother’",Raadgever,2024-11-15T07:28:09.072Z,2024-11-26T07:27:56.808Z,65,
did:plc:h55ad7ru3exblnutelkyrsvf,tuomasaal.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:h55ad7ru3exblnutelkyrsvf/bafkreihr4ysde2ixzpokturdbxapyy26hk2din34bke5d2tox6lq65e65m@jpeg,,,2024-11-11T20:16:35.640Z,2024-11-11T20:16:35.640Z,22,
did:plc:gxp7vldsoljcwxx447cp4bm4,nautrup.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:gxp7vldsoljcwxx447cp4bm4/bafkreibwud6otscryfxtaixevkujcag3ebj2meh5zs3vkwjaokxqeiz6zq@jpeg,,,2024-11-21T10:11:52.133Z,2024-11-21T10:11:52.133Z,13,
did:plc:5wqrr5x5n7fbskewe2vm4nl5,cheesewright.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:5wqrr5x5n7fbskewe2vm4nl5/bafkreicmwwbvgqlukunrxzhq4ahrwb2evhcotyqpji5i64menrvvuz3u3a@jpeg,,Scott,2023-08-04T02:14:40.554Z,2024-01-26T01:18:19.496Z,26,
did:plc:kwh6qaicxqh76y4u3k7jluvs,fims.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:kwh6qaicxqh76y4u3k7jluvs/bafkreidgrxvbii5igp5ulsbogzdwfxyng2g5u54x2jhhcqjcsruqv5symi@jpeg,,Fiona Morris,2024-08-18T14:40:43.320Z,2024-11-14T21:36:20.271Z,19,
did:plc:mh2i255hkxqyj3avfyz4cwxe,daviddennison.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:mh2i255hkxqyj3avfyz4cwxe/bafkreig2esn7isdxi6xwylskf7ipjwymgeps5zdenk5at2bu34jy3f6mgi@jpeg,"Yes, I ripped off one of his pseudonyms. So what? He has been ripping people off his whole life.",David Dennison,2024-11-11T14:27:49.918Z,2024-11-16T16:17:55.521Z,1152,
did:plc:cfxjbpt5boagv2dz7luljg5c,graye6236.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:cfxjbpt5boagv2dz7luljg5c/bafkreib7r64tpwiuxtsinzifbdfemujcrxqcq27z7g2bszppl7zxfsuboe@jpeg,,,2024-11-14T18:30:05.468Z,2024-11-14T18:30:05.468Z,27,
did:plc:c4a6ozpzb224ih6wrcekxmhe,websiteposter.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:c4a6ozpzb224ih6wrcekxmhe/bafkreid3xdsue33tc5itpl52pn2l7uszb6afoz6aeqzmxot3teeuy3qe7m@jpeg,"Join the Keeps it Clean lifestyle today--no profanity, ever.

This page supports unfettered decolonial violence against oppressors",Nathan,2023-05-25T20:41:59.793Z,2024-11-19T20:28:39.900Z,299,
did:plc:ur6jwp3scxhurq2barrtzkts,charlielawrie.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:ur6jwp3scxhurq2barrtzkts/bafkreih2orvd4jstb3ylkmwbkorsatnflagzpfys3k7rzyikzhy64unohi@jpeg,"Wanted to be a poet, ended up a technocrat. PhD student at Sussex where I research energy politics, shadow economies and state-cartel relations. ",Charlie Lawrie,2024-11-12T12:22:38.038Z,2024-11-24T17:39:57.907Z,91,
did:plc:tr36j5mi42hlzqdl2zxrkgz2,ghardy08.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:tr36j5mi42hlzqdl2zxrkgz2/bafkreigz6kystl5y6rq73x6is5j5pesvria7evrojijfftdtm555nyk2rm@jpeg,,,2024-10-23T08:51:35.541Z,2024-10-23T08:51:35.541Z,13,
did:plc:oordcizgpcwuyyquxdzj7np4,shaynag.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:oordcizgpcwuyyquxdzj7np4/bafkreiacuqr7fet4qrbei76sr5rv5fpstfohd6tjagksmvdk3awdif2yiy@jpeg,"urban planning phd student at UT Austin. transportation policy, planning law, & history. podcast junkie. craft-monger. e-bike rider.",Shayna Goldsmith,2024-11-20T16:57:51.387Z,2024-11-29T06:33:22.608Z,210,
did:plc:hv5vcihb7usm7ymv4sdr6fqz,jon-morris.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:hv5vcihb7usm7ymv4sdr6fqz/bafkreicdmjj5s56bebjkq6iof5gw3q4d4y7gk52cswognhwpcrctjjznxm@jpeg,"Completely lost faith there, now happy here.",Jon Morris,2024-11-18T09:49:39.586Z,2024-11-25T08:27:41.508Z,73,
did:plc:kap3dlupkpdk7bfkixwpud5i,heartisanarrow.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:kap3dlupkpdk7bfkixwpud5i/bafkreidupm72t3mx5wys73qaujzzp5lgejpvq5xnsnrksh3zf3x2wub2me@jpeg,"Just lurking.  
Sometimes I write 
Follows≠endorsements ",chyonika_books,2024-11-09T02:55:03.712Z,2024-11-26T23:40:31.608Z,108,
did:plc:6344j622mpdkf6fkt4y4eola,sgadarian.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:6344j622mpdkf6fkt4y4eola/bafkreigvlwsemjxqt7meikuemnzgdf5arwvlikkmxekz6e7gepph36x7ka@jpeg,"Professor, Political Science | Syracuse University, Maxwell School | American politics, political psychology | Co-author of Anxious Politics and Pandemic Politics

",Shana Gadarian,2023-08-09T16:07:53.854Z,2024-01-26T00:30:22.656Z,11487,
did:plc:el7gqxvg3ku2d457742zugnh,neumarkecon.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:el7gqxvg3ku2d457742zugnh/bafkreidejoiilkq4yta26ynlxantpvpcfvrvwehonforiy6tv2xc7efqt4@jpeg,Economics Prof and black cat fan,David Neumark,2024-11-15T15:28:37.559Z,2024-11-27T11:19:35.108Z,13,
did:plc:i4vexd7dmmkcbbbes6avwpny,crayla.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:i4vexd7dmmkcbbbes6avwpny/bafkreih52ryfqxqe65tjlvfcvqg2ko6s3dk52hvu5mf2dcon5ejhco22l4@jpeg,,,2024-11-16T22:38:11.768Z,2024-11-16T22:38:11.768Z,7,
did:plc:ecc35w3yzfqkxfegvoznl4hb,dainamidd.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:ecc35w3yzfqkxfegvoznl4hb/bafkreigtir6ikzk5znhipw3s7yurbdbiaf4wttux52t3iwackulidyatim@jpeg,"Ad industry survivor, naturalist. Passionate about humanity, our planet and all living things",Daina Middleton,2024-11-10T23:19:40.524Z,2024-11-10T23:29:39.614Z,79,
did:plc:6aicwoe6p6w3geyiaiuhslhr,alsoldebiel.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:6aicwoe6p6w3geyiaiuhslhr/bafkreic3hojhbezsx4vtecyw35pj3rghzzk3inp27pdqgudyx33du57e5u@jpeg,From the Pyrenees foothills to the big skies of Lincolnshire 🇪🇸🇬🇧,,2024-11-14T17:29:14.166Z,2024-11-15T14:24:22.366Z,112,
did:plc:qasxgpg2dwaztnorcmstvaxc,misinyeg.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:qasxgpg2dwaztnorcmstvaxc/bafkreihp54slrsh2jxnody7zwudc7spap5ewlxp55xnbxyvz4i2z33bybi@jpeg,,,2024-11-16T00:29:24.418Z,2024-11-16T00:29:24.418Z,6,
did:plc:b5ykkfkpgws5ovet2r5ti2u5,empiezaconerre.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:b5ykkfkpgws5ovet2r5ti2u5/bafkreiac2aqsso7eodf6t2btljmmf2ge3y23pz5w5aiegyue27t5agcu5u@jpeg,Me,Erre,2024-11-17T03:16:34.585Z,2024-11-29T09:02:54.808Z,346,
did:plc:mblkswbk3q75ri4nmjd4ppc6,dozthenurse.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:mblkswbk3q75ri4nmjd4ppc6/bafkreig5pmwksxyiex46kvb6tnl4lwa7teftcaxio2hdlhkg7mehodun3y@jpeg,"Retired NHS nurse director and systemic therapist. Drummer. Landrover owner. Dnepr sidecar owner. Shares life with wife, cat, chickens, and pygmy goats in sunny southeast Ireland",Dozthenurse,2024-11-17T08:29:41.768Z,2024-11-17T17:37:02.375Z,172,
did:plc:dvupwjfacmytbxhu3izwjaeh,quizzical24.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:dvupwjfacmytbxhu3izwjaeh/bafkreifcrqkenkkxg7bwyesw6eq3wn7idohngys5pxf3x65ru6mkmqiddy@jpeg,,,2024-11-13T01:30:01.441Z,2024-11-27T03:15:49.609Z,50,
did:plc:c3hglsl5iqxygu2sg43lnqih,matthewlagden.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:c3hglsl5iqxygu2sg43lnqih/bafkreihbm5wjkwyitf4ioyuh2a4gpqskdnepldu7gapkfcnhb3ueaybupm@jpeg,,,2024-11-13T20:55:09.613Z,2024-11-13T20:55:09.613Z,126,
did:plc:6fhk76kzc3ucmnf3agwtv6m2,boisehokie.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:6fhk76kzc3ucmnf3agwtv6m2/bafkreihbvvswtdaujo3cm2x5l3zlq2i5eskfkrx65yccrnrcimvhvlbc6i@jpeg,"Nonprofit worker in the housing sector and public servant. I primarily post about Roman history, urbanism, and sports.

Optima vindicta est non similem fieri.

#KeepBoiseKind",Tony Torres,2023-10-07T23:46:04.938Z,2024-11-19T23:41:59.503Z,679,
did:plc:rev6t4o3tnq4lpfxmy27blqn,shellywismath.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:rev6t4o3tnq4lpfxmy27blqn/bafkreib4hupslbt3mjwmwdc4cx644icf3aemwwm4h67y5wbs4aksr7oigi@jpeg,"Professor emerita, math/liberal education, Uni Lethbridge (Alta Canada). ""Childless cat lady"" w 1 daughter, 1 dog. 3M Award winning teacher, critical thinking, problem solving. Care about politics, health care, covid, environment, social justice, EDI.",Shelly Wismath,2024-11-13T16:34:01.011Z,2024-11-20T18:09:59.987Z,374,
did:plc:sd5hektlr6proaq3kf5oehvb,harveyfliester.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:sd5hektlr6proaq3kf5oehvb/bafkreifbp4mydbkj64w3hkoeb7n5dwmk52tfydtdvfkx2jrk7m3fq6ndea@jpeg,43% informed,Skeety Marinky Dinky Dink,2024-01-04T15:08:42.525Z,2024-11-27T12:20:18.008Z,206,
did:plc:m2xv7gmobmnuttojgdehj26m,giuliadalmaso.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:m2xv7gmobmnuttojgdehj26m/bafkreifa5vqxlr446hyxz7f2vkasy2g4q5h6y5cp4nwzrnz5hlokdm663u@jpeg,"Marie Skłodowska-Curie Fellow researching finance from a critical perspective. Financialisation in post-socialist contexts - China and Eastern Europe. Climate, Impact Finance, Longevity Finance. ",Giulia Dal Maso,2024-11-24T15:39:49.407Z,2024-11-24T20:04:22.309Z,436,
did:plc:hjlxjsu5k72l45luc6qv374d,npmcseitz.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:hjlxjsu5k72l45luc6qv374d/bafkreibrgwaylct6nfqz3npri62audcxfqydfvuhorfl6ybwgoooldd5qm@jpeg,"Doctorally prepared nurse and nurse practitioner who loves data, the outdoors and her family!",MC,2024-11-16T19:50:56.808Z,2024-11-17T21:39:45.723Z,169,
did:plc:wxcwquagf4y5uwyrw53weqkf,josegloria.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:wxcwquagf4y5uwyrw53weqkf/bafkreif4qbm6zkmutifancsbzt6yjqruwjvwbmixnzofbmy6qsgjbvooqm@jpeg,"Political Economist | Poli Sci PhD at UCLA | Consultant at the World Bank | Elite Theory & Econ Development | Nomad 🇺🇸🇵🇭🇭🇰🇦🇺🇯🇵🇨🇦 | My Views, Like/RP ≠ endorsed

https://sites.google.com/view/jose-gloria/home",José Gloria,2024-09-16T22:48:44.643Z,2024-11-19T02:04:00.338Z,88,
did:plc:knbmv463sakm5b2hjeq4t7lx,mentalot.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:knbmv463sakm5b2hjeq4t7lx/bafkreidx6ejncwzp5zvjkcnasndiazitcwmlt6h23m6qbdzuupiyigttbu@jpeg,,,2024-11-17T17:44:15.971Z,2024-11-17T17:44:15.971Z,14,
did:plc:76ko4twqc6n4htcr2rjq6rwi,lorebol.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:76ko4twqc6n4htcr2rjq6rwi/bafkreicr7ixfcqjsabhgfeaabaz2ajxzbksm2gc4gbv2dnbah3jjs4z22y@jpeg,"🇪🇺🇺🇦🇬🇧🇺🇸🇮🇱
Dream: United States of Europe.
Italian by birth, USA and UK based. 
Husband
Antifascist
Dog Parent
Bookworm",LoreB,2024-11-15T22:34:58.664Z,2024-11-23T00:31:36.207Z,312,
did:plc:s675evmbxr2isfdikvnn6fx5,juliapridmore.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:s675evmbxr2isfdikvnn6fx5/bafkreig6klwexb5eegby7n3cniqiw6v6ntpc73rcwzxsfsog3x5ssnzyna@jpeg,"Semi-retired nurse lecturer,music lover and eternal optimist",Julia,2024-11-15T00:57:52.775Z,2024-11-20T18:49:34.686Z,32,
did:plc:d6nr53fhfjl23blc7avic3ja,julesbgibson.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:d6nr53fhfjl23blc7avic3ja/bafkreig5zing2qfdf7u4km5rdhlfpnlzbnsbbw3javpcct5xbbmqvzwwby@jpeg,"Live in Northumberland, keen photographer 📸",,2024-11-15T13:17:38.866Z,2024-11-24T14:25:51.809Z,34,
did:plc:xkabwtti2ssalt2ym52ekfag,knit1write2.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:xkabwtti2ssalt2ym52ekfag/bafkreigqw2pzybgzonoa4h7r5ikl6chkbt5zdo5x3aw7ts7vhw3gmen5pa@jpeg,"Biblioholic, fiber enthusiast, and gardening novice. Hoarder of books, yarns, and (apparently) Bluesky accounts. 🤦🏻‍♀️ Working on Act III. She/her",Laura Bridgewater,2023-10-17T20:49:20.661Z,2024-11-17T15:05:18.975Z,2207,
did:plc:tejwn4xwc4i2v7azoz3zomt2,slealrx.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:tejwn4xwc4i2v7azoz3zomt2/bafkreicklvjnw3k2rsygwtzu7usjdfew3wx2u2h37wng4evbuq65t4alsi@jpeg,"Pharmacist, Public Health, Advocate

In politics, being deceived is no excuse. -L. Kolakowski","Sandra Leal,PharmD, MPH, FAPhA👩🏻‍⚕️💊💉",2024-11-11T21:31:40.941Z,2024-11-24T15:44:29.109Z,1421,
did:plc:cmuyxfbnqarxx4p2ztrcn3nf,johnjhigginson.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:cmuyxfbnqarxx4p2ztrcn3nf/bafkreibbwgdkjrwddgpoxte6wvj4vddqk7bucppcqpswqyy3pspr2k5fae@jpeg,"CTO, angel investor, board member, tech law aficionado.",John,2023-11-21T12:32:24.322Z,2024-11-28T04:06:28.408Z,110,
